item_id,location_id,item_name,meal_period,item_description,generated_tags,all_tags,loc_name,campus,location,hours,cuisine,loc_description,tags,document
230,8,Sweet Bread,"snack, dessert",Sweet Bread,"breakfast,comfort_food","breakfast, comfort_food",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Sweet Bread. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: snack, dessert. Sweet Bread. Item tags: breakfast, comfort_food. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
231,8,Gelato,"snack, dessert","Flavor Options: Cappucino, Chocolate, Dulce de Leche, Lemon, Mango, Mint Chocolate Chip, Mixed Berry, Salted Caramel, Vanilla","dessert,dairy","dairy, dessert",Cafe,West Campus,Broadhead Center,7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun),cafe,"Duke Cafe is a European inspired coffee shop that serves fresh pressed juices, exceptional coffee, hand-crafted crepes, sandwiches, little-bites, and scratch-made gelato.","european,coffee,juice,sandwiches,dessert,breakfast","Gelato. Available at Cafe (cafe cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 10 pm (mon - fri); 8 am - 10 pm (sat - sun). Served during: snack, dessert. Flavor Options: Cappucino, Chocolate, Dulce de Leche, Lemon, Mango, Mint Chocolate Chip, Mixed Berry, Salted Caramel, Vanilla. Item tags: dairy, dessert. Venue tags: european,coffee,juice,sandwiches,dessert,breakfast. "
232,9,Falafel Pita Pocket,"lunch, dinner","Falafel, tahini, pita, lettuce, tomato, red onion","vegetarian,lunch,healthy","healthy, lunch, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Falafel Pita Pocket. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Falafel, tahini, pita, lettuce, tomato, red onion. Item tags: healthy, lunch, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
233,9,Yogurt Bar,breakfast,"Options of soy yogurt, strawberry soy yogurt, or vanilla soy yogurt","vegan,vegetarian,healthy,snack,dessert","dessert, healthy, snack, vegan, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Yogurt Bar. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: breakfast. Options of soy yogurt, strawberry soy yogurt, or vanilla soy yogurt. Item tags: dessert, healthy, snack, vegan, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
234,9,Oatmeal Bar,breakfast,oatmeal,"breakfast,vegetarian,healthy","breakfast, healthy, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Oatmeal Bar. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: breakfast. oatmeal. Item tags: breakfast, healthy, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
235,9,Yogurt and Oatmeal Bar Topppings,breakfast,"Topping choices of brown sugar, dried apricot, dried cranberries, blueberries, cantaloupe, grapes, pineapple, strawberries, granola, oranges, peaches","vegetarian,healthy,breakfast,snack","breakfast, healthy, snack, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Yogurt and Oatmeal Bar Topppings. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: breakfast. Topping choices of brown sugar, dried apricot, dried cranberries, blueberries, cantaloupe, grapes, pineapple, strawberries, granola, oranges, peaches. Item tags: breakfast, healthy, snack, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
236,9,Spicy Cauliflower Wrap,"lunch, dinner","spicy cauliflower, cucumber, pickled onion, lettuce, tomato, hot sauce, tahini","vegetarian,spicy,lunch,quick,healthy","healthy, lunch, quick, spicy, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Spicy Cauliflower Wrap. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: lunch, dinner. spicy cauliflower, cucumber, pickled onion, lettuce, tomato, hot sauce, tahini. Item tags: healthy, lunch, quick, spicy, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
237,9,Falafel Wrap,"lunch, dinner","falafel, slad mix, tahini, tomato, banana pepper","lunch,vegetarian,quick,healthy","healthy, lunch, quick, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Falafel Wrap. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: lunch, dinner. falafel, slad mix, tahini, tomato, banana pepper. Item tags: healthy, lunch, quick, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
238,9,Black Bean Burger,"lunch, dinner","Black Bean Burger, tomato, spicy mayo, hot texas bete, salad mix, pickles","vegetarian,high_protein,lunch,dinner,spicy","dinner, high_protein, lunch, spicy, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Black Bean Burger. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Black Bean Burger, tomato, spicy mayo, hot texas bete, salad mix, pickles. Item tags: dinner, high_protein, lunch, spicy, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
239,9,Avocado Toast,"breakfast, lunch","Avocado Toast with arugula, balsamic dressing, green onions, sliced tomatoes","vegetarian,healthy,quick,breakfast,lunch,snack","breakfast, healthy, lunch, quick, snack, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Avocado Toast. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: breakfast, lunch. Avocado Toast with arugula, balsamic dressing, green onions, sliced tomatoes. Item tags: breakfast, healthy, lunch, quick, snack, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
240,9,3 Composed Salad,"lunch, dinner","pick 3: Kale salad, sweet potato, chick pea, grape leafs, hummus with pita, spicy hummus with pita, orzo, quinoa","vegetarian,healthy,lunch","healthy, lunch, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","3 Composed Salad. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: lunch, dinner. pick 3: Kale salad, sweet potato, chick pea, grape leafs, hummus with pita, spicy hummus with pita, orzo, quinoa. Item tags: healthy, lunch, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
241,9,Plant Based Chicken Nuggets,"lunch, dinner",Plant based chicken nuggets with bbq or honey mustard and choice of two sides,"vegetarian,quick,comfort_food","comfort_food, quick, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Plant Based Chicken Nuggets. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Plant based chicken nuggets with bbq or honey mustard and choice of two sides. Item tags: comfort_food, quick, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
242,9,Chickpea Stew,"lunch, dinner","Chickpeas, zuchini, squash, carrots, onion, with choice of two sides","vegetarian,healthy,dinner","dinner, healthy, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Chickpea Stew. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Chickpeas, zuchini, squash, carrots, onion, with choice of two sides. Item tags: dinner, healthy, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
243,9,Sides,"lunch, dinner","Options of brown rice, white rice, cauliflower, brussel sprouts, chickpeas salad, cilantro hummus with pita, green beans, kale salad, mac and cheese, roasted vegetables, orzo salad, quinoa salad, roasted potato, hummus spicy with pita, stuffed grape leaves, roasted sweet potatoes, sweet potato, beet salad, cauliflower salad, grape leafs, mixed vegetables, spicy hummus with pita, sweet potato salad, potato au gratin","vegetarian,healthy,dinner,lunch","dinner, healthy, lunch, vegetarian",Sprout,West Campus,Broadhead Center,8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun),healthy,Sprout will be sure to please any palate with vegetables ruling the tastes at this 100% vegan-inspired venue!,"vegan,vegetarian,healthy,vegetables,lunch,dinner","Sides. Available at Sprout (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 8 am - 10:30 am (mon - fri); 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Options of brown rice, white rice, cauliflower, brussel sprouts, chickpeas salad, cilantro hummus with pita, green beans, kale salad, mac and cheese, roasted vegetables, orzo salad, quinoa salad, roasted potato, hummus spicy with pita, stuffed grape leaves, roasted sweet potatoes, sweet potato, beet salad, cauliflower salad, grape leafs, mixed vegetables, spicy hummus with pita, sweet potato salad, potato au gratin. Item tags: dinner, healthy, lunch, vegetarian. Venue tags: vegan,vegetarian,healthy,vegetables,lunch,dinner. "
244,10,Non vegetarian combo,"lunch, dinner","served with 1 protein, 1 vegetable, 1 samosa, rice and naan","dinner,lunch,comfort_food","comfort_food, dinner, lunch",Tandoor,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),indian,"Looking for authentic Indian food? Your search ends at the Brodhead Center where Tandoor has the enticing flavors you crave. Meats, breads and vegetables cooked in real tandoor ovens. This diverse menu features traditional recipes as well as fresh, modern takes on classic Indian meals.","indian,spicy,lunch,dinner,flavorful","Non vegetarian combo. Available at Tandoor (indian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. served with 1 protein, 1 vegetable, 1 samosa, rice and naan. Item tags: comfort_food, dinner, lunch. Venue tags: indian,spicy,lunch,dinner,flavorful. "
245,10,Protein Options,"lunch, dinner","Options of Beef Aloo, Chicken 65, Chicken Malabar, Chicken Tikka Masala, Fisk Pakoda, Meatball Manchurin","high_protein,dinner,lunch","dinner, high_protein, lunch",Tandoor,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),indian,"Looking for authentic Indian food? Your search ends at the Brodhead Center where Tandoor has the enticing flavors you crave. Meats, breads and vegetables cooked in real tandoor ovens. This diverse menu features traditional recipes as well as fresh, modern takes on classic Indian meals.","indian,spicy,lunch,dinner,flavorful","Protein Options. Available at Tandoor (indian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Options of Beef Aloo, Chicken 65, Chicken Malabar, Chicken Tikka Masala, Fisk Pakoda, Meatball Manchurin. Item tags: dinner, high_protein, lunch. Venue tags: indian,spicy,lunch,dinner,flavorful. "
246,10,Vegetable Options,"lunch, dinner","Options of Beetroot Thoren, Cabbage Poriyal, Chana Masala, Egg Curry, Mix Vegetable, Paneer Mutter, Saag, Tofu Manchurian","vegetarian,healthy,lunch,dinner","dinner, healthy, lunch, vegetarian",Tandoor,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),indian,"Looking for authentic Indian food? Your search ends at the Brodhead Center where Tandoor has the enticing flavors you crave. Meats, breads and vegetables cooked in real tandoor ovens. This diverse menu features traditional recipes as well as fresh, modern takes on classic Indian meals.","indian,spicy,lunch,dinner,flavorful","Vegetable Options. Available at Tandoor (indian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Options of Beetroot Thoren, Cabbage Poriyal, Chana Masala, Egg Curry, Mix Vegetable, Paneer Mutter, Saag, Tofu Manchurian. Item tags: dinner, healthy, lunch, vegetarian. Venue tags: indian,spicy,lunch,dinner,flavorful. "
247,10,Vegetarian Combo,"lunch, dinner","served with 3 vegetables, rice and naan","vegetarian,dinner,healthy","dinner, healthy, vegetarian",Tandoor,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),indian,"Looking for authentic Indian food? Your search ends at the Brodhead Center where Tandoor has the enticing flavors you crave. Meats, breads and vegetables cooked in real tandoor ovens. This diverse menu features traditional recipes as well as fresh, modern takes on classic Indian meals.","indian,spicy,lunch,dinner,flavorful","Vegetarian Combo. Available at Tandoor (indian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. served with 3 vegetables, rice and naan. Item tags: dinner, healthy, vegetarian. Venue tags: indian,spicy,lunch,dinner,flavorful. "
248,10,Specialty vegetarian combo,"lunch, dinner","served with 2 vegetables, 1 samosa, rice and naan","vegetarian,dinner,comfort_food","comfort_food, dinner, vegetarian",Tandoor,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),indian,"Looking for authentic Indian food? Your search ends at the Brodhead Center where Tandoor has the enticing flavors you crave. Meats, breads and vegetables cooked in real tandoor ovens. This diverse menu features traditional recipes as well as fresh, modern takes on classic Indian meals.","indian,spicy,lunch,dinner,flavorful","Specialty vegetarian combo. Available at Tandoor (indian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. served with 2 vegetables, 1 samosa, rice and naan. Item tags: comfort_food, dinner, vegetarian. Venue tags: indian,spicy,lunch,dinner,flavorful. "
